Run 0 

Iteration 0: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 3 ;    value_best_iteration = 1760001152541 ;    
Iteration 20: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 5 ;    value_best_iteration = 1700001325745 ;    
Iteration 21: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1820001268869 ;    
Iteration 22: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1880001223710 ;    
Iteration 23: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 18 ;    value_best_iteration = 1690001254166 ;    
Iteration 24: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 20 ;    value_best_iteration = 1740001322448 ;    
Iteration 25: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1830001202274 ;    
Iteration 26: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1910001195673 ;    
Iteration 27: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1820001139260 ;    
Iteration 28: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 1 ;    value_best_iteration = 1690001151827 ;    
Iteration 29: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1870001130823 ;    
Iteration 30: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 15 ;    value_best_iteration = 1780001115925 ;    
Iteration 31: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 37 ;    value_best_iteration = 1740001068079 ;    
Iteration 32: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 9 ;    value_best_iteration = 1710001065673 ;    
Iteration 33: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 28 ;    value_best_iteration = 1680001258829 ;    
Iteration 34: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 29 ;    value_best_iteration = 1720001192305 ;    
Iteration 35: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 27 ;    value_best_iteration = 1620001376717 ;    
Iteration 36: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 7 ;    value_best_iteration = 1720001124787 ;    
Iteration 37: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 19 ;    value_best_iteration = 1770001138661 ;    
Iteration 38: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 38 ;    value_best_iteration = 1760001105875 ;    
Iteration 39: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1810001096442 ;    
Iteration 40: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1790001145673 ;    
Iteration 41: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1800001170038 ;    
Iteration 42: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 7 ;    value_best_iteration = 1700001151401 ;    
Iteration 43: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 19 ;    value_best_iteration = 1650001103236 ;    
Iteration 44: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1910001157504 ;    
Iteration 45: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 14 ;    value_best_iteration = 1720001048762 ;    
Iteration 46: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 39 ;    value_best_iteration = 1700001181880 ;    
Iteration 47: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 38 ;    value_best_iteration = 1750001341301 ;    
Iteration 48: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1930001134759 ;    
Iteration 49: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 13 ;    value_best_iteration = 1750001076641 ;    
Iteration 50: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1870001150479 ;    
Iteration 51: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 21 ;    value_best_iteration = 1730001186309 ;    
Iteration 52: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 31 ;    value_best_iteration = 1720001168998 ;    
Iteration 53: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1800001223658 ;    
Iteration 54: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1870001053879 ;    
Iteration 55: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 5 ;    value_best_iteration = 1670001155512 ;    
Iteration 56: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 13 ;    value_best_iteration = 1720001202661 ;    
Iteration 57: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1870001028257 ;    
Iteration 58: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 21 ;    value_best_iteration = 1700001321733 ;    
Iteration 59: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1930001011284 ;    
Iteration 60: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1850001183528 ;    
Iteration 61: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1910001133371 ;    
Iteration 62: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1810001102541 ;    
Iteration 63: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2020001065739 ;    
Iteration 64: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1920001093548 ;    
Iteration 65: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1800001040274 ;    
Iteration 66: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1820001195647 ;    
Iteration 67: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1910000953450 ;    
Iteration 68: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1910001129514 ;    
Iteration 69: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 9 ;    value_best_iteration = 1610001146176 ;    
Iteration 70: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1860001069902 ;    
Iteration 71: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1870001137595 ;    
Iteration 72: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1870001118393 ;    
Iteration 73: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 14 ;    value_best_iteration = 1710001254703 ;    
Iteration 74: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1750001141145 ;    
Iteration 75: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 15 ;    value_best_iteration = 1750001132089 ;    
Iteration 76: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1760001054440 ;    
Iteration 77: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1790001096943 ;    
Iteration 78: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 32 ;    value_best_iteration = 1700001212895 ;    
Iteration 79: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1830001209371 ;    
Iteration 80: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1900001060628 ;    
Iteration 81: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 16 ;    value_best_iteration = 1710001227292 ;    
Iteration 82: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 37 ;    value_best_iteration = 1670001383024 ;    
Iteration 83: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 1 ;    value_best_iteration = 1680001231289 ;    
Iteration 84: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1870001113374 ;    
Iteration 85: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2060000992893 ;    
Iteration 86: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1760001258167 ;    
Iteration 87: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 3 ;    value_best_iteration = 1670001145776 ;    
Iteration 88: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1920001016559 ;    
Iteration 89: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1900001212224 ;    
Iteration 90: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1930001058890 ;    
Iteration 91: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1840001137774 ;    
Iteration 92: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1900001128953 ;    
Iteration 93: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 21 ;    value_best_iteration = 1680001329408 ;    
Iteration 94: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1940001086868 ;    
Iteration 95: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1800001131731 ;    
Iteration 96: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 11 ;    value_best_iteration = 1580001263302 ;    
Iteration 97: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1750001007079 ;    
Iteration 98: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1870001061648 ;    
Iteration 99: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1910001026423 ;    
Iteration 100: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 4 ;    value_best_iteration = 1670001200127 ;    
Iteration 101: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1830001111566 ;    
Iteration 102: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 29 ;    value_best_iteration = 1690001256210 ;    
Iteration 103: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 15 ;    value_best_iteration = 1740001086975 ;    
Iteration 104: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1900001152996 ;    
Iteration 105: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1820001117635 ;    
Iteration 106: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1940001070086 ;    
Iteration 107: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 31 ;    value_best_iteration = 1670001148688 ;    
Iteration 108: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1830001169072 ;    
Iteration 109: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1790001130422 ;    
Iteration 110: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 4 ;    value_best_iteration = 1670001066075 ;    
Iteration 111: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1890001072281 ;    
Iteration 112: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1720001069048 ;    
Iteration 113: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1890001040730 ;    
Iteration 114: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1850000997445 ;    
Iteration 115: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1800001017504 ;    
Iteration 116: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1780001043634 ;    
Iteration 117: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1720001069887 ;    
Iteration 118: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 32 ;    value_best_iteration = 1650001192874 ;    
Iteration 119: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 17 ;    value_best_iteration = 1640001384306 ;    
Iteration 120: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1940000987194 ;    
Iteration 121: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1950000936925 ;    
Iteration 122: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1800001172044 ;    
Iteration 123: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1880001127268 ;    
Iteration 124: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 1 ;    value_best_iteration = 1680001006641 ;    
Iteration 125: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1860000994564 ;    
Iteration 126: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 25 ;    value_best_iteration = 1730001178128 ;    
Iteration 127: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1750001133167 ;    
Iteration 128: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 13 ;    value_best_iteration = 1620001290926 ;    
Iteration 129: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1930001005012 ;    
Iteration 130: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1840001176069 ;    
Iteration 131: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1750001254600 ;    
Iteration 132: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 15 ;    value_best_iteration = 1720001294948 ;    
Iteration 133: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1830001039918 ;    
Iteration 134: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1840001157710 ;    
Iteration 135: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1900001168138 ;    
Iteration 136: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1740001286921 ;    
Iteration 137: value_global_best = 3987548 ;    number_particle_minimum_personal_best = 12 ;    value_minimum_personal_best = 3987548 ;    number_particle_minimum_best_iteration = 18 ;    value_best_iteration = 1620001287701 ;    
