Run 0 

Iteration 0: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 27 ;    value_best_iteration = 1710001296835 ;    
Iteration 50: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1770001177566 ;    
Iteration 51: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1850001217741 ;    
Iteration 52: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1900001152078 ;    
Iteration 53: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 6 ;    value_best_iteration = 1750001077791 ;    
Iteration 54: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 25 ;    value_best_iteration = 1730001395966 ;    
Iteration 55: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2000001100326 ;    
Iteration 56: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 13 ;    value_best_iteration = 1760001282423 ;    
Iteration 57: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1950001071071 ;    
Iteration 58: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 28 ;    value_best_iteration = 1740001134607 ;    
Iteration 59: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 6 ;    value_best_iteration = 1660001477744 ;    
Iteration 60: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 30 ;    value_best_iteration = 1770001210071 ;    
Iteration 61: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1970001050769 ;    
Iteration 62: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 4 ;    value_best_iteration = 1750001325626 ;    
Iteration 63: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1860001127822 ;    
Iteration 64: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 12 ;    value_best_iteration = 1730001192387 ;    
Iteration 65: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1830001287805 ;    
Iteration 66: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1840001179871 ;    
Iteration 67: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 13 ;    value_best_iteration = 1720001121444 ;    
Iteration 68: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1860001085359 ;    
Iteration 69: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1890000985384 ;    
Iteration 70: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1930001146017 ;    
Iteration 71: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2000001005980 ;    
Iteration 72: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2080000979926 ;    
Iteration 73: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1930001049647 ;    
Iteration 74: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 39 ;    value_best_iteration = 1750001204359 ;    
Iteration 75: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 5 ;    value_best_iteration = 1710001367808 ;    
Iteration 76: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 39 ;    value_best_iteration = 1680001304018 ;    
Iteration 77: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1920001197528 ;    
Iteration 78: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1980001088622 ;    
Iteration 79: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2010001080529 ;    
Iteration 80: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1980001146966 ;    
Iteration 81: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1900001281097 ;    
Iteration 82: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1820001143919 ;    
Iteration 83: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1920001048264 ;    
Iteration 84: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1940001067461 ;    
Iteration 85: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1990001119703 ;    
Iteration 86: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1810001341259 ;    
Iteration 87: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2010001009360 ;    
Iteration 88: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1900001153431 ;    
Iteration 89: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1960001054819 ;    
Iteration 90: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1930000990384 ;    
Iteration 91: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 36 ;    value_best_iteration = 1740001437528 ;    
Iteration 92: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2020001101465 ;    
Iteration 93: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 10 ;    value_best_iteration = 1670001207863 ;    
Iteration 94: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1930001318884 ;    
Iteration 95: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1880001259515 ;    
Iteration 96: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1850001240876 ;    
Iteration 97: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1790001414650 ;    
Iteration 98: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 32 ;    value_best_iteration = 1690001297233 ;    
Iteration 99: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 33 ;    value_best_iteration = 1650001386468 ;    
Iteration 100: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1880001250312 ;    
Iteration 101: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 23 ;    value_best_iteration = 1760001202097 ;    
Iteration 102: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 25 ;    value_best_iteration = 1720001123554 ;    
Iteration 103: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2030001123225 ;    
Iteration 104: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1750001267355 ;    
Iteration 105: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1750001267355 ;    
Iteration 106: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1860001212453 ;    
Iteration 107: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1980001113991 ;    
Iteration 108: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1990001053998 ;    
Iteration 109: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 18 ;    value_best_iteration = 1750001243304 ;    
Iteration 110: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 24 ;    value_best_iteration = 1760001241424 ;    
Iteration 111: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1950001134169 ;    
Iteration 112: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1860001159656 ;    
Iteration 113: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1830001386364 ;    
Iteration 114: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2050001072214 ;    
Iteration 115: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 28 ;    value_best_iteration = 1720001296299 ;    
Iteration 116: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 7 ;    value_best_iteration = 1710001469642 ;    
Iteration 117: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1910001129161 ;    
Iteration 118: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1910001203431 ;    
Iteration 119: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 37 ;    value_best_iteration = 1680001212029 ;    
Iteration 120: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1980001101832 ;    
Iteration 121: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1900001201022 ;    
Iteration 122: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2010001084944 ;    
Iteration 123: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1960001005036 ;    
Iteration 124: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1800001203616 ;    
Iteration 125: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2010001086288 ;    
Iteration 126: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1850001297350 ;    
Iteration 127: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1950001192054 ;    
Iteration 128: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1960001081086 ;    
Iteration 129: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1920001152914 ;    
Iteration 130: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 12 ;    value_best_iteration = 1720001211359 ;    
Iteration 131: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1890001162231 ;    
Iteration 132: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1910001231049 ;    
Iteration 133: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1870001130536 ;    
Iteration 134: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1860001211495 ;    
Iteration 135: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 5 ;    value_best_iteration = 1680001173221 ;    
Iteration 136: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 29 ;    value_best_iteration = 1720001200500 ;    
Iteration 137: value_global_best = 4180158 ;    number_particle_minimum_personal_best = 14 ;    value_minimum_personal_best = 4180158 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2000001020037 ;    
