Run 0 

Iteration 0: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 15 ;    value_best_iteration = 1770001431224 ;    
Iteration 38: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 34 ;    value_best_iteration = 1730001547719 ;    
Iteration 39: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 15 ;    value_best_iteration = 1690001282280 ;    
Iteration 40: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 28 ;    value_best_iteration = 1800001354138 ;    
Iteration 41: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1920001274755 ;    
Iteration 42: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 28 ;    value_best_iteration = 1800001302176 ;    
Iteration 43: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1760001419851 ;    
Iteration 44: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1900001315522 ;    
Iteration 45: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1950001231630 ;    
Iteration 46: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1860001164453 ;    
Iteration 47: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1800001278051 ;    
Iteration 48: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 25 ;    value_best_iteration = 1760001156422 ;    
Iteration 49: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2020001149505 ;    
Iteration 50: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 14 ;    value_best_iteration = 1770001407357 ;    
Iteration 51: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2030001131809 ;    
Iteration 52: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 2 ;    value_best_iteration = 1750001400429 ;    
Iteration 53: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 6 ;    value_best_iteration = 1720001309523 ;    
Iteration 54: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 29 ;    value_best_iteration = 1750001332696 ;    
Iteration 55: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 38 ;    value_best_iteration = 1730001317579 ;    
Iteration 56: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2060001099268 ;    
Iteration 57: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 14 ;    value_best_iteration = 1660001478343 ;    
Iteration 58: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1840001233790 ;    
Iteration 59: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 13 ;    value_best_iteration = 1770001166065 ;    
Iteration 60: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1920001367881 ;    
Iteration 61: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1820001176449 ;    
Iteration 62: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1980001037000 ;    
Iteration 63: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 18 ;    value_best_iteration = 1740001240144 ;    
Iteration 64: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 28 ;    value_best_iteration = 1730001380735 ;    
Iteration 65: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1850001238745 ;    
Iteration 66: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1960001187604 ;    
Iteration 67: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1730001412845 ;    
Iteration 68: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1730001412845 ;    
Iteration 69: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1860001309998 ;    
Iteration 70: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1980001274056 ;    
Iteration 71: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 26 ;    value_best_iteration = 1750001453123 ;    
Iteration 72: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 37 ;    value_best_iteration = 1720001355139 ;    
Iteration 73: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 27 ;    value_best_iteration = 1720001367103 ;    
Iteration 74: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1890001216427 ;    
Iteration 75: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 28 ;    value_best_iteration = 1720001266429 ;    
Iteration 76: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2090001140875 ;    
Iteration 77: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 38 ;    value_best_iteration = 1720001442880 ;    
Iteration 78: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1980001271201 ;    
Iteration 79: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1980001121777 ;    
Iteration 80: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 19 ;    value_best_iteration = 1730001300618 ;    
Iteration 81: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 4 ;    value_best_iteration = 1740001282287 ;    
Iteration 82: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1930001199577 ;    
Iteration 83: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 13 ;    value_best_iteration = 1760001370409 ;    
Iteration 84: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1870001126134 ;    
Iteration 85: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 39 ;    value_best_iteration = 1740001317110 ;    
Iteration 86: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 29 ;    value_best_iteration = 1710001436612 ;    
Iteration 87: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 13 ;    value_best_iteration = 1760001265133 ;    
Iteration 88: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1920001220246 ;    
Iteration 89: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1900001214523 ;    
Iteration 90: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1960001306934 ;    
Iteration 91: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1820001389446 ;    
Iteration 92: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1880001205750 ;    
Iteration 93: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 11 ;    value_best_iteration = 1790001288212 ;    
Iteration 94: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1970001319874 ;    
Iteration 95: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1870001293090 ;    
Iteration 96: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 34 ;    value_best_iteration = 1710001437510 ;    
Iteration 97: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 12 ;    value_best_iteration = 1730001352972 ;    
Iteration 98: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1920001160028 ;    
Iteration 99: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1920001288615 ;    
Iteration 100: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2020001180605 ;    
Iteration 101: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1900001215791 ;    
Iteration 102: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 2 ;    value_best_iteration = 1730001309905 ;    
Iteration 103: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2000001120825 ;    
Iteration 104: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1880001370094 ;    
Iteration 105: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1940001159231 ;    
Iteration 106: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1970001222800 ;    
Iteration 107: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 27 ;    value_best_iteration = 1700001450032 ;    
Iteration 108: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2000001209620 ;    
Iteration 109: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1960001283076 ;    
Iteration 110: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1880001143364 ;    
Iteration 111: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1950001260023 ;    
Iteration 112: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2020001109087 ;    
Iteration 113: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1830001320818 ;    
Iteration 114: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1880001172622 ;    
Iteration 115: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 39 ;    value_best_iteration = 1720001157082 ;    
Iteration 116: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1970001076671 ;    
Iteration 117: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1950001250961 ;    
Iteration 118: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 23 ;    value_best_iteration = 1770001350860 ;    
Iteration 119: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1900001302949 ;    
Iteration 120: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 28 ;    value_best_iteration = 1710001508998 ;    
Iteration 121: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1850001277382 ;    
Iteration 122: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1930001202854 ;    
Iteration 123: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1770001437080 ;    
Iteration 124: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1900001162769 ;    
Iteration 125: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1910001234139 ;    
Iteration 126: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1890001112896 ;    
Iteration 127: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1980001282791 ;    
Iteration 128: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2000001189770 ;    
Iteration 129: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1880001222967 ;    
Iteration 130: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1900001201276 ;    
Iteration 131: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 35 ;    value_best_iteration = 1750001195096 ;    
Iteration 132: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1880001229166 ;    
Iteration 133: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1920001259419 ;    
Iteration 134: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1940001207798 ;    
Iteration 135: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1950001290814 ;    
Iteration 136: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1730001153176 ;    
Iteration 137: value_global_best = 4083491 ;    number_particle_minimum_personal_best = 1 ;    value_minimum_personal_best = 4083491 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1730001153176 ;    
